isil,local_uri,external_uri,relation,match_status,linking_method,verification
IT-BG0132,https://biblioteche-fantasma.invalid/resource/library/IT-BG0132,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0132&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0133,https://biblioteche-fantasma.invalid/resource/library/IT-BG0133,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0133&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0134,https://biblioteche-fantasma.invalid/resource/library/IT-BG0134,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0134&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0135,https://biblioteche-fantasma.invalid/resource/library/IT-BG0135,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0135&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0137,https://biblioteche-fantasma.invalid/resource/library/IT-BG0137,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0137&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0138,https://biblioteche-fantasma.invalid/resource/library/IT-BG0138,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0138&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0139,https://biblioteche-fantasma.invalid/resource/library/IT-BG0139,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0139&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0140,https://biblioteche-fantasma.invalid/resource/library/IT-BG0140,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0140&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0141,https://biblioteche-fantasma.invalid/resource/library/IT-BG0141,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0141&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0143,https://biblioteche-fantasma.invalid/resource/library/IT-BG0143,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0143&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0144,https://biblioteche-fantasma.invalid/resource/library/IT-BG0144,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0144&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0145,https://biblioteche-fantasma.invalid/resource/library/IT-BG0145,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0145&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0146,https://biblioteche-fantasma.invalid/resource/library/IT-BG0146,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0146&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0147,https://biblioteche-fantasma.invalid/resource/library/IT-BG0147,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0147&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0151,https://biblioteche-fantasma.invalid/resource/library/IT-BG0151,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0151&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0152,https://biblioteche-fantasma.invalid/resource/library/IT-BG0152,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0152&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0154,https://biblioteche-fantasma.invalid/resource/library/IT-BG0154,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0154&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0156,https://biblioteche-fantasma.invalid/resource/library/IT-BG0156,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0156&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0157,https://biblioteche-fantasma.invalid/resource/library/IT-BG0157,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0157&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0158,https://biblioteche-fantasma.invalid/resource/library/IT-BG0158,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0158&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0161,https://biblioteche-fantasma.invalid/resource/library/IT-BG0161,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0161&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0162,https://biblioteche-fantasma.invalid/resource/library/IT-BG0162,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0162&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0163,https://biblioteche-fantasma.invalid/resource/library/IT-BG0163,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0163&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0164,https://biblioteche-fantasma.invalid/resource/library/IT-BG0164,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0164&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0165,https://biblioteche-fantasma.invalid/resource/library/IT-BG0165,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0165&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0166,https://biblioteche-fantasma.invalid/resource/library/IT-BG0166,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0166&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0167,https://biblioteche-fantasma.invalid/resource/library/IT-BG0167,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0167&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0168,https://biblioteche-fantasma.invalid/resource/library/IT-BG0168,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0168&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0170,https://biblioteche-fantasma.invalid/resource/library/IT-BG0170,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0170&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0171,https://biblioteche-fantasma.invalid/resource/library/IT-BG0171,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0171&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0172,https://biblioteche-fantasma.invalid/resource/library/IT-BG0172,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0172&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0173,https://biblioteche-fantasma.invalid/resource/library/IT-BG0173,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0173&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0175,https://biblioteche-fantasma.invalid/resource/library/IT-BG0175,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0175&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0178,https://biblioteche-fantasma.invalid/resource/library/IT-BG0178,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0178&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0179,https://biblioteche-fantasma.invalid/resource/library/IT-BG0179,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0179&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0180,https://biblioteche-fantasma.invalid/resource/library/IT-BG0180,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0180&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0183,https://biblioteche-fantasma.invalid/resource/library/IT-BG0183,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0183&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0184,https://biblioteche-fantasma.invalid/resource/library/IT-BG0184,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0184&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0185,https://biblioteche-fantasma.invalid/resource/library/IT-BG0185,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0185&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0186,https://biblioteche-fantasma.invalid/resource/library/IT-BG0186,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0186&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0187,https://biblioteche-fantasma.invalid/resource/library/IT-BG0187,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0187&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0188,https://biblioteche-fantasma.invalid/resource/library/IT-BG0188,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0188&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0189,https://biblioteche-fantasma.invalid/resource/library/IT-BG0189,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0189&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0190,https://biblioteche-fantasma.invalid/resource/library/IT-BG0190,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0190&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0191,https://biblioteche-fantasma.invalid/resource/library/IT-BG0191,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0191&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0193,https://biblioteche-fantasma.invalid/resource/library/IT-BG0193,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0193&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0194,https://biblioteche-fantasma.invalid/resource/library/IT-BG0194,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0194&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0196,https://biblioteche-fantasma.invalid/resource/library/IT-BG0196,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0196&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0197,https://biblioteche-fantasma.invalid/resource/library/IT-BG0197,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0197&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0198,https://biblioteche-fantasma.invalid/resource/library/IT-BG0198,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0198&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0199,https://biblioteche-fantasma.invalid/resource/library/IT-BG0199,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0199&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0200,https://biblioteche-fantasma.invalid/resource/library/IT-BG0200,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0200&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0201,https://biblioteche-fantasma.invalid/resource/library/IT-BG0201,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0201&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0202,https://biblioteche-fantasma.invalid/resource/library/IT-BG0202,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0202&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0203,https://biblioteche-fantasma.invalid/resource/library/IT-BG0203,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0203&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0204,https://biblioteche-fantasma.invalid/resource/library/IT-BG0204,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0204&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0205,https://biblioteche-fantasma.invalid/resource/library/IT-BG0205,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0205&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0207,https://biblioteche-fantasma.invalid/resource/library/IT-BG0207,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0207&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0208,https://biblioteche-fantasma.invalid/resource/library/IT-BG0208,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0208&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0209,https://biblioteche-fantasma.invalid/resource/library/IT-BG0209,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0209&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0210,https://biblioteche-fantasma.invalid/resource/library/IT-BG0210,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0210&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0211,https://biblioteche-fantasma.invalid/resource/library/IT-BG0211,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0211&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0212,https://biblioteche-fantasma.invalid/resource/library/IT-BG0212,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0212&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0213,https://biblioteche-fantasma.invalid/resource/library/IT-BG0213,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0213&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0214,https://biblioteche-fantasma.invalid/resource/library/IT-BG0214,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0214&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0215,https://biblioteche-fantasma.invalid/resource/library/IT-BG0215,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0215&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0216,https://biblioteche-fantasma.invalid/resource/library/IT-BG0216,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0216&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0217,https://biblioteche-fantasma.invalid/resource/library/IT-BG0217,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0217&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0218,https://biblioteche-fantasma.invalid/resource/library/IT-BG0218,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0218&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0219,https://biblioteche-fantasma.invalid/resource/library/IT-BG0219,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0219&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0220,https://biblioteche-fantasma.invalid/resource/library/IT-BG0220,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0220&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0221,https://biblioteche-fantasma.invalid/resource/library/IT-BG0221,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0221&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0222,https://biblioteche-fantasma.invalid/resource/library/IT-BG0222,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0222&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0223,https://biblioteche-fantasma.invalid/resource/library/IT-BG0223,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0223&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
IT-BG0224,https://biblioteche-fantasma.invalid/resource/library/IT-BG0224,https://anagrafe.iccu.sbn.it/it/ricerca/risultati.html?codice_isil=IT-BG0224&start=0,http://www.w3.org/2000/01/rdf-schema#seeAlso,exact_identifier_lookup,ISIL exact query; no fuzzy matching,"ICCU result-page pattern verified on official Anagrafe; target is an HTML record/search document, not an RDF entity"
