source_status,normalized_status,analytical_group,include_in_main_analysis,target_isil,rationale,source_count
Biblioteca confluita in IT-GE0263,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0263,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-GE0278,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0278,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-GE0361,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0361,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-GE0390,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0390,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-GE0408,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0408,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-GE0417,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0417,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-GE0434,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0434,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-GE0648,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0648,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-GE0666,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0666,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-GE0672,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GE0672,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-GO0106,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-GO0106,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-IM0070,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-IM0070,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-LE0105,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-LE0105,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-LE0242,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-LE0242,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-LU0006,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-LU0006,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-LU0039,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-LU0039,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-LU0088,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-LU0088,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MC0170,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MC0170,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-MC0183,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MC0183,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-MC0199,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MC0199,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-MC0255,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MC0255,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MC0263,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MC0263,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MC0276,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MC0276,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,9
Biblioteca confluita in IT-ME0049,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0049,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-ME0055,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0055,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,28
Biblioteca confluita in IT-ME0057,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0057,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,10
Biblioteca confluita in IT-ME0069,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0069,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,13
Biblioteca confluita in IT-ME0238,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0238,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-ME0333,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0333,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,9
Biblioteca confluita in IT-ME0352,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0352,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,5
Biblioteca confluita in IT-ME0399,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0399,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-ME0466,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-ME0466,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0164,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0164,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,15
Biblioteca confluita in IT-MI0185,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0185,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0190,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0190,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0194,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0194,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0272,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0272,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-MI0275,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0275,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,10
Biblioteca confluita in IT-MI0340,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0340,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0488,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0488,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0597,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0597,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-MI0614,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0614,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0657,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0657,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-MI0666,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0666,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0669,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0669,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI0888,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI0888,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI1129,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1129,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-MI1134,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1134,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-MI1145,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1145,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-MI1154,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1154,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-MI1256,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1256,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI1264,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1264,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-MI1273,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1273,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI1281,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1281,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-MI1298,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1298,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,5
Biblioteca confluita in IT-MI1304,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1304,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI1339,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1339,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-MI1340,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1340,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MI1975,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI1975,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-MI2034,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MI2034,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MN0035,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MN0035,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MN0120,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MN0120,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MO0056,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MO0056,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MO0168,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MO0168,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MO0208,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MO0208,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,11
Biblioteca confluita in IT-MO0224,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MO0224,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MO0348,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MO0348,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MS0019,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MS0019,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-MS0027,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-MS0027,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-NA0112,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0112,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,15
Biblioteca confluita in IT-NA0260,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0260,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-NA0284,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0284,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-NA0365,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0365,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-NA0423,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0423,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-NA0430,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0430,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-NA0588,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0588,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,30
Biblioteca confluita in IT-NA0704,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0704,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-NA0705,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0705,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-NA0706,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NA0706,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-NO0137,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NO0137,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-NU0103,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-NU0103,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0065,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0065,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,6
Biblioteca confluita in IT-PA0066,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0066,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0076,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0076,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0097,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0097,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0100,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0100,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0103,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0103,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0129,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0129,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-PA0140,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0140,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-PA0155,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0155,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,7
Biblioteca confluita in IT-PA0318,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0318,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-PA0319,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0319,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0320,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0320,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-PA0321,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0321,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0324,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0324,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PA0335,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0335,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0343,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0343,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,13
Biblioteca confluita in IT-PA0352,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0352,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0394,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0394,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PA0417,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0417,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PA0519,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0519,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PA0559,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PA0559,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PC0028,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PC0028,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PC0079,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PC0079,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PD0021,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0021,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PD0172,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0172,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,3
Biblioteca confluita in IT-PD0258,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0258,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PD0260,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0260,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PD0313,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0313,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PD0338,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0338,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PD0341,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0341,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PD0343,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0343,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PD0370,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PD0370,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PE0018,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PE0018,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PE0047,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PE0047,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PG0033,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PG0033,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PG0277,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PG0277,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,11
Biblioteca confluita in IT-PG0430,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PG0430,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,5
Biblioteca confluita in IT-PG0431,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PG0431,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
Biblioteca confluita in IT-PG1007,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PG1007,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PG1026,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PG1026,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,1
Biblioteca confluita in IT-PI0182,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0182,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,8
Biblioteca confluita in IT-PI0191,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0191,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PI0193,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0193,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,2
Biblioteca confluita in IT-PI0201,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-PI0201,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.,4
