isil,collection_index,library_name_source,codice,denominazione,fondo_depositato,catalogazione_inventario,tipologia_fondo,dewey,descrizione,url_o_citazione_bibliografica,consistenza,datazione,modalita_acquisizione,tipologia_documentaria,provenienza,soggetto_produttore,bibliografia,fondi_collegati
IT-PV0293,4,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,004,Carte Salvatore Quasimodo,No,Non presente,Fondo misto,,"carte del poeta con traduzioni e raccolte poetiche, 220 lettere",,,,,,,,,
IT-PV0293,5,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,005,Epistolario Aldo Camerino,No,NON SPECIFICATO,Fondo misto,,"2700 lettere, 200 cartoline postali e illustrate",,,,,,,,,
IT-PV0293,6,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,006,Epistolario Angela Giannitrapani,No,Non presente,Fondo misto,,lettere indirizzate all'intestataria da protagonisti della cultura del 1900,,,,,,,,,
IT-PV0293,7,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,007,Epistolario Benvenuto Terracini,No,NON SPECIFICATO,Fondo misto,,"2000 tra lettere, telegrammi e cartoline postali",,,,,,,,,
IT-PV0293,8,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,008,Fondo Cesare Angelini,No,Non presente,Fondo librario / Collezione,,"manoscritti autografi, 2000 lettere, 13 volumi di opere",,,,,,,,,
IT-PV0293,9,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,009,Fondo Franco Antonicelli,No,Non presente,Fondo librario / Collezione,,"23 agende di appunti, 41 taccuini di saggi critica letteraria, disegni",,,,,,,,,
IT-PV0293,10,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,010,Fondo Alberto Arbasino,No,NON SPECIFICATO,Fondo librario / Collezione,,narrativa e saggistica dell'intestatario,,,,,,,,,
IT-PV0293,11,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,011,Fondo Libero Bigiaretti,No,Non presente,Fondo librario / Collezione,,"saggi, articoli, manoscritti e dattiloscritti di opere dell'intestatario",,,,,,,,,
IT-PV0293,12,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,012,Fondo Romano Bilenchi,No,Non presente,Fondo librario / Collezione,,lettere e cartoline,,,,,,,,,
IT-PV0293,13,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,013,Fondo Gesualdo Bufalino,No,Non presente,Fondo librario / Collezione,,fogli manoscritti e dattiloscritti di racconti,,,,,,,,,
IT-PV0293,14,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,014,Fondo Dino Buzzati,No,Non presente,Fondo librario / Collezione,,205 lettere manoscritte e dattiloscritte,,,,,,,,,
IT-PV0293,15,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,015,Fondo Elsa De Giorgi,No,Non presente,Fondo librario / Collezione,,1000 lettere e manoscritti,,,,,,,,,
IT-PV0293,16,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,016,Fondo Emilio De Marchi,No,Non presente,Fondo librario / Collezione,,romanzi e volumi di critica letteraria,,,,,,,,,
IT-PV0293,17,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,017,Fondo Luigi Fallacara,No,Non presente,Fondo librario / Collezione,,"420 lettere manoscritte e dattiloscritte, cartoline illustrate",,,,,,,,,
IT-PV0293,18,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,018,Fondo Ennio Flaiano,No,Non presente,Fondo librario / Collezione,,"carte, appunti, annotazioni",,,,,,,,,
IT-PV0293,19,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,019,Fondo Marco Forti,No,Non presente,Fondo librario / Collezione,,19 quaderni manoscritti e fogli sparsi di appunti,,,,,,,,,
IT-PV0293,20,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,020,Fondo Franco Fortini,No,Non presente,Fondo librario / Collezione,,"traduzioni di poesie, 100 fogli manoscritti e dattiloscritti di poesie",,,,,,,,,
IT-PV0293,21,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,021,Fondo Alfonso Gatto,No,Non presente,Fondo librario / Collezione,,"1200 lettere, edizioni a stampa",,,,,,,,,
IT-PV0293,22,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,022,Fondo Virgilio Giotti,No,Non presente,Fondo librario / Collezione,,opere manoscritte e dattiloscritte autografe,,,,,,,,,
IT-PV0293,23,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,"023,001",Fondo Tonino Guerra,No,Non presente,Fondo librario / Collezione,,manoscritti e bozze a stampa con postille autografe,,,,,,,,,
IT-PV0293,24,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,024,Fondo Francesco Leonetti,No,Non presente,Fondo librario / Collezione,,manoscritti e dattiloscritti autografi,,,,,,,,,
IT-PV0293,25,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,025,Fondo Carlo Levi,No,Non presente,Fondo librario / Collezione,,"carte di appunti e lettere, produzione poetica e narrativa del poeta",,,,,,,,,
IT-PV0293,26,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,026,Fondo Roberto Longhi,No,Non presente,Fondo librario / Collezione,,"738 lettere, documenti archivistici, appunti",,,,,,,,,
IT-PV0293,27,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,027,Fondo Giorgio Manganelli,No,Non presente,Fondo librario / Collezione,,"epistolario, manoscritti e dattiloscritti di opere dell'autore, 18000 volumi",,,,,,,,,
IT-PV0293,28,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,028,Fondo Luigi Meneghello,No,Non presente,Fondo librario / Collezione,,fogli manoscritti e dattiloscritti di romanzi dell'autore,,,,,,,,,
IT-PV0293,29,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,029,Fondo Eugenio Montale,No,Non presente,Fondo librario / Collezione,,"manoscritti, dattiloscritti e bozze con interventi dell'autore",,,,,,,,,
IT-PV0293,30,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,030,Fondo Alberto Moravia,No,Non presente,Fondo librario / Collezione,,1600 carte relative alla composizione delle raccolte di racconti,,,,,,,,,
IT-PV0293,31,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,031,Fondo Guido Morselli,No,Non presente,Fondo librario / Collezione,,"manoscritti autografi, giornali, appunti, note",,,,,,,,,
IT-PV0293,32,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,032,Fondo Pier Paolo Pasolini,No,Non presente,Fondo librario / Collezione,,"carte, manoscritti e dattiloscritti di opere dell'autore",,,,,,,,,
IT-PV0293,33,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,033,Fondo Roberto Mussapi,No,Non presente,Fondo librario / Collezione,,quaderni manoscritti e dattiloscritti dell'autore,,,,,,,,,
IT-PV0293,34,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,034,Fondo Antonio Porta,No,Non presente,Fondo librario / Collezione,,documentazione varia relativa ad opere dell'autore,,,,,,,,,
IT-PV0293,35,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,035,Fondo Mario Rigoni Stern,No,Non presente,Fondo librario / Collezione,,4 stesure manoscritte e dattiloscritte di opere dell'autore,,,,,,,,,
IT-PV0293,36,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,036,Fondo Amelia Rosselli,No,Non presente,Fondo librario / Collezione,,30 cartelle di materiale vario,,,,,,,,,
IT-PV0293,37,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,037,Fondo Arturo Rossato,No,Non presente,Fondo librario / Collezione,,"130 volumi a stampa, 33 melodrammi, 1000 lettere, 19 volumi",,,,,,,,,
IT-PV0293,38,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,038,Fondo Camillo Sbarbaro,No,Non presente,Fondo librario / Collezione,,dattiloscritti relativi alle prime raccolte di poesie,,,,,,,,,
IT-PV0293,39,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,039,Fondo Umberto Saba,No,Non presente,Fondo librario / Collezione,,"manoscritti e dattiloscritti relativi ad opere poetiche del Saba, lettere",,,,,,,,,
IT-PV0293,40,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,040,Fondo Andrea Zanzotto,No,Non presente,Fondo librario / Collezione,,"manoscritti, dattiloscritti e bozze con interventi autografi",,,,,,,,,
IT-PV0293,41,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,041,Fondo Paolo Volponi,No,Non presente,Fondo librario / Collezione,,manoscritti e dattiloscritti relativi ai romanzi,,,,,,,,,
IT-PV0293,42,Centro di ricerca sulla tradizione manoscritta di autori moderni e contemporanei dell'Università di Pavia,042,Fondo Cesare Zavattini,No,Non presente,Fondo librario / Collezione,,1800 fogli dattiloscritti relativi a raccolta di prose,,,,,,,,,
IT-PV0295,1,Biblioteca della Facoltà di Giurisprudenza dell'Università di Pavia,001,Fondo Stolfi,No,NON SPECIFICATO,Fondo librario / Collezione,,giurisprudenza,,,,,,,,,
IT-PV0295,2,Biblioteca della Facoltà di Giurisprudenza dell'Università di Pavia,002,Fondo Verga,No,NON SPECIFICATO,Fondo librario / Collezione,,giurisprudenza,,,,,,,,,
IT-PV0295,3,Biblioteca della Facoltà di Giurisprudenza dell'Università di Pavia,003,Fondo Vaccari,No,Non presente,Fondo librario / Collezione,,giurisprudenza,,,,,,,,,
IT-PV0297,1,Biblioteca della Camera del lavoro territoriale di Pavia,001,Fondo archivio fotografico,No,Non presente,Archivio / Raccolta documentaria,,10000 fotografie sull'attività del Movimento operaio,,,,,,,,,
IT-PV0297,2,Biblioteca della Camera del lavoro territoriale di Pavia,002,Fondo Camera confederale del lavoro di Pavia e provincia,No,Non presente,Fondo librario / Collezione,,documenti vari prodotti dalle federazioni di categoria (1945-1981),,,,,,,,,
IT-PV0297,3,Biblioteca della Camera del lavoro territoriale di Pavia,003,Fondo Camera del lavoro di Stradella,No,Non presente,Fondo librario / Collezione,,documenti sull'attività dei sindacati CGIL a Stradella dal 1945,,,,,,,,,
IT-PV0297,4,Biblioteca della Camera del lavoro territoriale di Pavia,004,Fondo Camera del lavoro territoriale di Pavia,No,Non presente,Fondo librario / Collezione,,documenti della Camera del lavoro dal 1982,,,,,,,,,
IT-PV0297,5,Biblioteca della Camera del lavoro territoriale di Pavia,005,Fondo Camera del lavoro di Vigevano,No,Non presente,Fondo librario / Collezione,,Documenti sull'attività della Camera dagli anni '50,,,,,,,,,
IT-PV0297,6,Biblioteca della Camera del lavoro territoriale di Pavia,006,Raccolta contratti collettivi a stampa,No,Non presente,Fondo misto,,contratti nazionali e integrativi provinciali dal 1945,,,,,,,,,
IT-PV0307,1,Biblioteca del Conservatorio di Musica Franco Vittadini,001,Fondo Angelo Brugnatelli,No,Non presente,Fondo librario / Collezione,,300 spartiti e 200 libri relativi alla storia della musica,,,,,,,,,
IT-PV0308,1,Biblioteca del Collegio Nuovo,001,Fondo antico,No,Non presente,Fondo librario / Collezione,,documenti vari (sec. 19.),,,,,,,,,
IT-PV0321,1,Biblioteca dell'Istituto pavese per la storia della Resistenza e dell'Età contemporanea,001,Fondo Clemente Ferrario,No,NON SPECIFICATO,Fondo librario / Collezione,,726 volumi di argomento storico editi nel Novecento,,,,,,,,,
IT-PV0321,2,Biblioteca dell'Istituto pavese per la storia della Resistenza e dell'Età contemporanea,002,Fondo Augusto Vivanti,No,NON SPECIFICATO,Fondo librario / Collezione,,424 volumi di argomento storico e 41 scatole di materiale archivistico,,,,,,,,,
IT-PV0321,3,Biblioteca dell'Istituto pavese per la storia della Resistenza e dell'Età contemporanea,003,Fondo Italo Pietra,No,Non presente,Fondo librario / Collezione,,"450 volumi di storia italiana, mondiale e sul colonialismo",,,,,,,,,
IT-PV0321,4,Biblioteca dell'Istituto pavese per la storia della Resistenza e dell'Età contemporanea,004,Raccolta di testimonianze orali sulla lotta partigiana,No,Non presente,Fondo misto,,600 testimonianze relative agli anni 1920-1946,,,,,,,,,
IT-PV0321,5,Biblioteca dell'Istituto pavese per la storia della Resistenza e dell'Età contemporanea,005,Fondo fotografie,No,Non presente,Fondo librario / Collezione,,12000 riproduzioni della vita e della società pavese (1900-1946),,,,,,,,,
IT-PV0339,1,Biblioteca Costanza Gregotti,001,Fondo monsignor Antonio Capettini,No,NON SPECIFICATO,Fondo librario / Collezione,"Teologia cristiana, Teologia dottrinale cristiana",volumi di teologia,,,,,,,,,
IT-PV0339,2,Biblioteca Costanza Gregotti,002,Fondo cardinale Fossati,No,NON SPECIFICATO,Fondo librario / Collezione,"Teologia cristiana, Teologia dottrinale cristiana","volumi di teologia, carteggi, manoscritti, fotografie",,,,,,,,,
IT-PV0339,3,Biblioteca Costanza Gregotti,003,Fondo monsignor Dughera,No,NON SPECIFICATO,Fondo librario / Collezione,"Teologia cristiana, Teologia dottrinale cristiana",volumi di teologia,,,,,,,,,
IT-PV0515,1,Biblioteca di genere Villa Gaia,001,Fondo sul lavoro femminile dal 1970,No,NON SPECIFICATO,Fondo librario / Collezione,,"La Biblioteca si affianca al Centro, fisicamente presente presso Villa Gaia ed istituito con il Fondo della scrittrice giornalista Marta Ajò. La raccolta del materiale di documentazione esiste dal 1970 ed è una delle più antiche raccolte su donne, lavoro e genere in tutta Italia. Contiene archivi, documenti cartacei e visivi, riviste, ritagli biografici, libri, brochure, relazioni, tesi, interviste, immagini e audio, oggetti e documentazione. Il Centro supera la tradizionale visione settoriale e si pone, attraverso l’analisi storica tradizionale, come obiettivo una declinazione del gender mainstreaming in una ottica di sostenibilità sociale, economica e culturale che crei le basi per disegnare il nostro futuro come importante crossroad dei femminismi contemporanei.Il recupero della memoria e la sua trasposizione al presente passa infatti attraverso la raccolta, la diffusione della documentazione e la costruzione interattiva e dialogante di una banca dati nazionale per la catalogazione sistematica della",,,,,,,,,
IT-PZ0010,1,"Biblioteca della Società Operaia di Mutuo Soccorso ""Tommaso Claps""",001,Fondo Francesco Stolfi,No,Non presente,Fondo librario / Collezione,Diritto internazionale,"trattati di giurisprudenza, diritto civile e penale, miscellanee",,,,,,,,,
IT-PZ0010,2,"Biblioteca della Società Operaia di Mutuo Soccorso ""Tommaso Claps""",002,Fondo Giambattista Rosa,No,Non presente,Fondo librario / Collezione,Scienze mediche. Medicina,trattati di medicina,,,,,,,,,
IT-PZ0017,1,Biblioteca comunale Mariano Collazzo,001,Fondo Paternoster,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-PZ0057,1,Biblioteca comunale Giacomo Racioppi,001,Fondo Giacomo Racioppi,No,Non presente,Fondo librario / Collezione,,volumi dal sec. 16. al sec. 19,,,,,,,,,
IT-PZ0074,1,Biblioteca comunale,001,Fondo famiglia Gaimari,No,NON SPECIFICATO,Fondo librario / Collezione,,,,,,,,,,,
IT-PZ0081,1,Biblioteca Provinciale di Potenza,001,Fondo meridionalistico,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-PZ0081,2,Biblioteca Provinciale di Potenza,002,Donazione Consoli Fiego,No,Non presente,Fondo misto,,,,,,,,,,,
IT-PZ0089,1,Biblioteca comunale Giustino Fortunato,001,Fondo Giustino Fortunato,No,NON SPECIFICATO,Fondo librario / Collezione,,"edizioni dal sec. 16 al 1930, registri contabili della famiglia",,,,,,,,,
IT-PZ0093,1,BIBLIOTECA FRANCESCO CONTINANZA,001,Fondo Francesco Continanza,No,Non presente,Fondo librario / Collezione,,1050 testi di medicina e letteratura,,,,,,,,,
IT-PZ0122,1,Biblioteca comunale monsignor Rocco Briscese,001,Fondo Briscese,No,NON SPECIFICATO,Fondo librario / Collezione,"Geografia, storia e discipline ausiliarie",storia,,,,,,,,,
IT-PZ0122,2,Biblioteca comunale monsignor Rocco Briscese,002,Fondo Chiappella,Si,Non presente,Fondo librario / Collezione,Paleontologia. Paleozoologia,paleontologia,,,,,,,,,
IT-PZ0122,3,Biblioteca comunale monsignor Rocco Briscese,003,Fondo Salvatore,Si,Non presente,Fondo librario / Collezione,Storia generale del mondo antico fino al 499. Archeologia,archeologia,,,,,,,,,
IT-PZ0124,1,"Biblioteca comunale ""Ferdinando Santoro""",001,Fondo Don Giulio Rizzo,No,NON SPECIFICATO,Fondo librario / Collezione,,"dottrina cattolica, lirica, storia e letteratura",,,,,,,,,
IT-PZ0133,1,Biblioteca nazionale di Potenza,001,Fondo Giuseppe Viggiani,No,NON SPECIFICATO,Fondo librario / Collezione,,15435 volumi ed opuscoli,,,,,,,,,
IT-PZ0133,2,Biblioteca nazionale di Potenza,002,Fondo Gioacchino Viggiani,No,NON SPECIFICATO,Fondo librario / Collezione,,"2920 volumi, 150 opuscoli, 13 cartelle di materiale vario",,,,,,,,,
IT-PZ0133,3,Biblioteca nazionale di Potenza,003,Fondo Michele Carlucci,No,NON SPECIFICATO,Fondo librario / Collezione,,1140 volumi ed opuscoli,,,,,,,,,
IT-PZ0159,1,Biblioteca dell'Associazione per la storia sociale del Mezzogiorno e dell'area mediterranea,001,Biblioteca Salvemini,No,Non presente,Fondo misto,,,,,,,,,,,
IT-PZ0159,2,Biblioteca dell'Associazione per la storia sociale del Mezzogiorno e dell'area mediterranea,002,Donazione Gallo,No,Non presente,Fondo misto,,testi in lingua inglese,,,,,,,,,
IT-PZ0260,1,Biblioteca Maurizio Leggeri,001,Fondo Maurizio Leggeri,Si,Online,Fondo librario / Collezione,Scienze della terra e di altri mondi,"tecnico-scientifici, monografie e riviste incentrati sulla Sismologia, l’Ingegneria Sismica e la Geotecnica.",,,,,,,,,
IT-RA0001,1,Biblioteca comunale Pino Orioli,001,Fondo Oddo Montanari,No,NON SPECIFICATO,Fondo librario / Collezione,,"1700-1980, 20 periodici",,,,,,,,,
IT-RA0001,2,Biblioteca comunale Pino Orioli,002,Fondo Vincenzo Monti,No,Online,Fondo librario / Collezione,,"1700-1900, 3 manoscritti",,,,,,,,,
IT-RA0001,3,Biblioteca comunale Pino Orioli,003,Fondo antico,No,NON SPECIFICATO,Fondo librario / Collezione,,"1500-1900, 76 volumi ed opuscoli",,,,,,,,,
IT-RA0001,4,Biblioteca comunale Pino Orioli,004,Fondo Pagani,No,NON SPECIFICATO,Fondo librario / Collezione,,"1940-1970, 2182 volumi ed opuscoli",,,,,,,,,
IT-RA0002,1,Biblioteca comunale Giuseppe Taroni,001,Archivio storico comunale,No,NON SPECIFICATO,Archivio / Raccolta documentaria,,1500-1930,,,,,,,,,
IT-RA0002,2,Biblioteca comunale Giuseppe Taroni,002,Fondo Vittorio Dal Borgo,No,NON SPECIFICATO,Fondo librario / Collezione,,1900-1970,,,,,,,,,
IT-RA0002,3,Biblioteca comunale Giuseppe Taroni,003,Fondo Enzo Morelli,No,NON SPECIFICATO,Fondo librario / Collezione,,1900-1970,,,,,,,,,
IT-RA0002,4,Biblioteca comunale Giuseppe Taroni,004,Fondo Giuseppe Taroni,No,Non presente,Fondo librario / Collezione,,1800-1834,,,,,,,,,
IT-RA0002,5,Biblioteca comunale Giuseppe Taroni,005,Fondo S. Francesco,No,Non presente,Fondo librario / Collezione,,1300-1800,,,,,,,,,
IT-RA0002,6,Biblioteca comunale Giuseppe Taroni,006,Fondo don Succi,No,Non presente,Fondo librario / Collezione,,1900-1980,,,,,,,,,
IT-RA0002,7,Biblioteca comunale Giuseppe Taroni,007,Fondo Ferroni,No,NON SPECIFICATO,Fondo librario / Collezione,,1600-1700,,,,,,,,,
IT-RA0002,8,Biblioteca comunale Giuseppe Taroni,008,Fondo incisioni antiche,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-RA0002,9,Biblioteca comunale Giuseppe Taroni,009,Archivio Opere Pie - ex ECA,No,Non presente,Archivio / Raccolta documentaria,,,,,,,,,,,
IT-RA0003,1,"Biblioteca comunale ""Carlo Pasini""",001,Fondo Carlo Pasini,No,Non presente,Fondo librario / Collezione,,1890-1951,,,,,,,,,
IT-RA0005,1,Biblioteca comunale Giuseppe Pittano,001,Fondo Pittano,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-RA0006,1,Biblioteca comunale Luigi Dal Pane,001,Fondo Pietro Costa,No,NON SPECIFICATO,Fondo librario / Collezione,,"1267 fotografie, 600 manoscritti (1900-1985)",,,,,,,,,
IT-RA0006,2,Biblioteca comunale Luigi Dal Pane,002,Fondo Ubaldo Galli,No,NON SPECIFICATO,Fondo librario / Collezione,,"poesia e teatro dialettale (periodici, 1920-1990)",,,,,,,,,
IT-RA0006,3,Biblioteca comunale Luigi Dal Pane,003,Fondo Fortunata Sant'Andrea,No,NON SPECIFICATO,Fondo librario / Collezione,,"almanacchi sec. 18.-20., 70 volumi (20 volumi del 18. sec.)",,,,,,,,,
IT-RA0006,4,Biblioteca comunale Luigi Dal Pane,004,Fondo Libero Sant'Andrea,No,NON SPECIFICATO,Fondo librario / Collezione,,"anarchismo (200 volumi ed opuscoli, 1900-1994)",,,,,,,,,
IT-RA0006,5,Biblioteca comunale Luigi Dal Pane,005,Fondo Domenico De Giovanni,No,Non presente,Fondo librario / Collezione,,200 manoscritti musicali (1870-1910),,,,,,,,,
IT-RA0006,6,Biblioteca comunale Luigi Dal Pane,006,Fondo G. Bagnaresi,No,Non presente,Fondo librario / Collezione,,manoscritti di argomento folclorico,,,,,,,,,
IT-RA0006,7,Biblioteca comunale Luigi Dal Pane,007,Fondo Martini,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-RA0007,1,Biblioteca libertaria Armando Borghi,001,Archivio Giuseppe Mascii,No,Non presente,Archivio / Raccolta documentaria,,1920-1960,,,,,,,,,
IT-RA0007,2,Biblioteca libertaria Armando Borghi,002,Archivio Organizzazione anarchica forlivese - OAF,No,Non presente,Archivio / Raccolta documentaria,,1968-1980,,,,,,,,,
IT-RA0007,3,Biblioteca libertaria Armando Borghi,003,Fondo Nello Gavarini,No,NON SPECIFICATO,Fondo librario / Collezione,,7 periodici (1880-1970),,,,,,,,,
IT-RA0007,4,Biblioteca libertaria Armando Borghi,004,Fondo Armando Borghi,No,Non presente,Fondo librario / Collezione,,"250 fotografie, cimeli, volumi e audiovisivi (1900-1968)",,,,,,,,,
IT-RA0007,5,Biblioteca libertaria Armando Borghi,005,Fondo Aldo Venturini,No,Non presente,Fondo librario / Collezione,,"1000 volumi, 10 periodici (1890-1990)",,,,,,,,,
IT-RA0007,6,Biblioteca libertaria Armando Borghi,006,Fondo Domenico Girelli,No,Non presente,Fondo librario / Collezione,,150 volumi ed opuscoli (1945-1990),,,,,,,,,
IT-RA0007,7,Biblioteca libertaria Armando Borghi,007,Fondo Maria Rossi Molaschi,No,Non presente,Fondo librario / Collezione,,"carteggio, periodici, documenti vari",,,,,,,,,
IT-RA0007,8,Biblioteca libertaria Armando Borghi,008,Fondo Luce Fabbri,No,Non presente,Fondo librario / Collezione,,"manoscritti, periodici",,,,,,,,,
IT-RA0009,1,Biblioteca comunale Maria Goia,001,Fondo Max David,No,NON SPECIFICATO,Fondo librario / Collezione,,"1386 volumi ed opuscoli, 1900-1980",,,,,,,,,
IT-RA0009,2,Biblioteca comunale Maria Goia,002,Fondo Aldo Bavolenta,No,Non presente,Fondo librario / Collezione,,1697-1935,,,,,,,,,
IT-RA0009,3,Biblioteca comunale Maria Goia,003,Fondo antico fratelli Mazzolani,No,NON SPECIFICATO,Fondo librario / Collezione,,sec. 16.-20.,,,,,,,,,
IT-RA0009,4,Biblioteca comunale Maria Goia,004,Fondo iconografico Isotta Gervasi,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-RA0009,5,Biblioteca comunale Maria Goia,005,Fondo Lina Sacchetti,No,Non presente,Fondo librario / Collezione,,,,,,,,,,,
IT-RA0012,1,Biblioteca comunale Giovanna Righini Ricci,001,Fondo Giovanna Righini Ricci,No,NON SPECIFICATO,Fondo librario / Collezione,,1950-1959,,,,,,,,,
IT-RA0014,1,Biblioteca comunale Luigi Varoli,001,Fondo Carlo Gamberetti,No,NON SPECIFICATO,Fondo librario / Collezione,,"Marina Militare, ebraismo, 778 volumi ed opuscoli",,,,,,,,,
IT-RA0014,2,Biblioteca comunale Luigi Varoli,002,Fondo Luigi Varoli,No,NON SPECIFICATO,Fondo librario / Collezione,,"arte, 341 volumi ed opuscoli (1930-1958)",,,,,,,,,
IT-RA0016,1,Biblioteca comunale Manfrediana,001,Fondo Zauli Naldi,No,NON SPECIFICATO,Fondo librario / Collezione,,"diritto, 14306 volumi e opuscoli, 260 faldoni di documenti (sec. 17.-20.)",,,,,,,,,
IT-RA0016,2,Biblioteca comunale Manfrediana,002,Raccolta Cesare Donati,No,Non presente,Fondo misto,,"30000 figurine, scatole di fiammiferi (1889-1936)",,,,,,,,,
IT-RA0016,3,Biblioteca comunale Manfrediana,003,Fondo Antonio e Clara Corbara,No,NON SPECIFICATO,Fondo librario / Collezione,,"letteratura e arte, 20000 fotografie, 20 per., 5000 vol. e opus. (1900-1984)",,,,,,,,,
IT-RA0016,4,Biblioteca comunale Manfrediana,004,Fondo antico,No,NON SPECIFICATO,Fondo librario / Collezione,,"congregazioni religiose soppresse, 8632 volumi di cui 4088 del 16. sec.",,,,,,,,,
IT-RA0016,5,Biblioteca comunale Manfrediana,005,Fondo Lamberto Caffarelli,No,NON SPECIFICATO,Fondo librario / Collezione,,"teosofia, esoterismo, filosofia, religioni, 461 mss. musicali (1600-1963)",,,,,,,,,
IT-RA0016,6,Biblioteca comunale Manfrediana,006,Fondo autografi,No,NON SPECIFICATO,Fondo librario / Collezione,,1275 manoscritti autografi (sec. 18.-20.),,,,,,,,,
IT-RA0016,7,Biblioteca comunale Manfrediana,007,Raccolte musicali,No,NON SPECIFICATO,Fondo misto,,"1000 mss. e stampati musicali tra cui Codex Faenza, 840 libretti d'opera",,,,,,,,,
IT-RA0016,8,Biblioteca comunale Manfrediana,008,Fondo stampe e disegni,No,NON SPECIFICATO,Fondo librario / Collezione,,"5703 disegni, 5000 incisioni (sec. 16.-20.)",,,,,,,,,
IT-RA0016,9,Biblioteca comunale Manfrediana,009,Raccolta cartoline,No,Non presente,Fondo misto,,20000 cartoline (1800-1950),,,,,,,,,
IT-RA0016,10,Biblioteca comunale Manfrediana,010,Raccolta numismatica,No,Non presente,Fondo misto,,"monete e medaglie (5513 pezzi, 1800-1937)",,,,,,,,,
IT-RA0016,11,Biblioteca comunale Manfrediana,011,Fondo teatrale Porisini,No,Non presente,Fondo librario / Collezione,,1900-1968,,,,,,,,,
IT-RA0016,12,Biblioteca comunale Manfrediana,012,Fondo Giacomo Pozzi,No,NON SPECIFICATO,Fondo librario / Collezione,,"diritto (9066 volumi, sec. 15.-20.)",,,,,,,,,
IT-RA0016,13,Biblioteca comunale Manfrediana,013,Fondo Antonio Melandri,No,NON SPECIFICATO,Fondo librario / Collezione,,"alimentazione naturista, macrobiotica (800 volumi e opuscoli, sec. 20.)",,,,,,,,,
