isil,source_status,normalized_status,analytical_group,include_in_main_analysis,target_isil,rationale
IT-BA0527,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0528,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0529,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0530,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0531,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0532,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0533,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0534,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0535,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0536,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0537,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0538,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0539,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0540,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0541,Altri istituti collegati ad attività dell'ICCU,ALTRO_ISTITUTO_COLLEGATO_ICCU,ALTRO,False,,ICCU chiarisce che l'istituzione non è una biblioteca vera e propria ma una struttura di servizio collegata.
IT-BA0542,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0543,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0544,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0545,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0546,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0547,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0548,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0549,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0550,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0551,Biblioteca in via di allestimento,BIBLIOTECA_IN_VIA_DI_ALLESTIMENTO,AVVIO,False,,Biblioteca registrata ma non ancora in attività ordinaria; categoria distinta dalle chiusure.
IT-BA0552,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0553,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0554,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0555,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0556,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0557,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0558,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0559,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BA0560,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0001,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0002,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0003,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0005,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0006,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0007,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0008,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0009,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0010,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0011,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0013,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0014,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0016,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0017,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0018,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0019,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0020,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0021,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0023,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-BG0025,Biblioteca confluita in IT-BG0290,BIBLIOTECA_CONFLUITA,TRASFORMAZIONE_ORGANIZZATIVA,False,IT-BG0290,Confluenza/assorbimento organizzativo; non assimilata automaticamente a chiusura o cessazione.
IT-BG0026,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0027,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-BG0028,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-BG0029,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0030,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0031,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0032,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-BG0033,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-BG0034,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0035,Biblioteca non più esistente,BIBLIOTECA_NON_PIU_ESISTENTE,CESSAZIONE,True,,ICCU documenta la cessazione dell'istituzione/servizi/posseduto senza confluenza del patrimonio.
IT-BG0037,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0038,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0039,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0040,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0041,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0042,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0043,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0044,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0049,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0050,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0051,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0052,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0054,Biblioteca non censita,BIBLIOTECA_NON_CENSITA,INCOMPLETEZZA_STATO_ANAGRAFICO,False,,ICCU indica insufficienza informativa oltre nome/indirizzo; non è evidenza di chiusura.
IT-BG0055,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0056,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0057,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0058,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0059,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0060,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0061,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0062,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0063,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0064,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0066,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0067,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0068,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0069,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0070,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0072,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0073,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0074,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0077,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0078,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0079,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0080,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0082,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0084,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0085,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0086,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0087,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0088,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0090,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0091,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0092,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0093,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0094,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0095,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0097,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0098,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0100,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0103,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0104,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0105,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0106,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0107,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0108,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0109,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0110,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0111,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0113,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
IT-BG0114,,NESSUNO_STATO_SPECIALE_REGISTRATO,NESSUNO_STATO_SPECIALE_REGISTRATO,False,,Valore NULL nel campo ICCU: indica assenza di stato speciale registrato; non viene interpretato come biblioteca aperta.
